,id,type,nom,arrondissement,geo_point_2d
9130,491928,bus,Malesherbes,17,"48.88280699875322, 2.3092196510440504"
9131,26366,bus,Rennes - Raspail,6,"48.84835850614126, 2.327555191299734"
9132,24008,bus,Église d'Auteuil,16,"48.84711588326257, 2.2690300126619087"
9137,491939,bus,Sèvres - Babylone,6,"48.85099136876001, 2.327153262695488"
9216,22755,bus,Palais Royal - Comédie Française,1,"48.863702000912774, 2.3356994359432215"
9225,37588,bus,Saint-Claude,3,"48.85985591849291, 2.3644263470775475"
9226,23625,bus,Lycée Claude Monet,13,"48.82783583902887, 2.362201336409186"
9227,36170,bus,Porte d'Ivry,13,"48.82121318902122, 2.3700730114361317"
9324,27325,bus,Haussmann - Courcelles,8,"48.874971980518275, 2.3104688369775417"
9357,37117,bus,Gare de l'Est,10,"48.87618397613717, 2.3586233473748366"
9479,35827,bus,Porte de la Villette,19,"48.898795722493134, 2.386607535779561"
9627,463941,bus,Porte de la Chapelle,18,"48.896501996526254, 2.3590413883821864"
9628,463594,bus,Alouettes,19,"48.87952572702564, 2.3853346204507107"
9633,24840,bus,Général Cochet,19,"48.88630201410239, 2.395018749461012"
9639,24986,bus,Ledru Rollin - Faubourg Saint-Antoine,11,"48.851250038942055, 2.3765647378740224"
9704,484169,rail,Neuilly Porte Maillot,17,"48.878064142845126, 2.2826533795216166"
9709,29000,bus,Ternes,8,"48.87814291683305, 2.298987073501131"
9712,28995,bus,Courcelles,8,"48.87913210921798, 2.3035961197663153"
9721,9230,bus,Vignoles,20,"48.854294364898706, 2.4003239526262536"
9730,479504,bus,Gare de l'Est,10,"48.87581125335903, 2.3578780490465374"
9731,26183,bus,Henry de Montherlant,7,"48.860273181049536, 2.3272378464776837"
9742,22079,metro,Palais Royal - Musée du Louvre,1,"48.86222226556049, 2.3364543677542513"
9752,39791,bus,Pont Neuf - Quai du Louvre,1,"48.85858987453234, 2.3415164142436447"
9761,24806,bus,Colonel Fabien,19,"48.87801317307022, 2.371158561990637"
9773,23656,bus,Chemin Vert,11,"48.859536864278276, 2.377297010698094"
9779,37119,bus,Cardinal Lemoine,5,"48.846979482615595, 2.3514471644872743"
9780,36690,bus,Cardinal Lemoine - Monge,5,"48.84672134418316, 2.3519409392673905"
9784,37081,bus,Buzenval,20,"48.85244549757224, 2.4010811506559264"
9795,34160,bus,Anvers - Sacré Coeur,18,"48.88297588345124, 2.344044398990573"
9798,23325,bus,Alleray,15,"48.837685147507656, 2.3058801965746207"
9800,8441,bus,Albert de Mun,16,"48.863915460982234, 2.291381413961339"
9879,23567,bus,Denfert-Rochereau - Métro-RER,14,"48.833474082767516, 2.334000294597615"
9895,463289,metro,Quai de la Rapée,12,"48.84642732546608, 2.365884650750405"
9896,29414,bus,Pyrénées - Ménilmontant,20,"48.86958197100487, 2.39472216470484"
9897,26551,bus,L'Ermitage,20,"48.8720127474031, 2.3916809612502536"
9898,24956,bus,Hôpital de la Croix Saint-Simon,20,"48.85549939855557, 2.409346079636808"
9899,463757,bus,Haxo,19,"48.876079080941174, 2.4026636551128155"
9900,36685,bus,Ourcq - Jean Jaurès,19,"48.887355652778695, 2.3847103386855024"
9901,26553,bus,Mathurin Moreau - Simon Bolivar,19,"48.87878563638042, 2.374408021272222"
9902,463692,bus,Botzaris - Buttes Chaumont,19,"48.876162276319455, 2.3801114405599555"
9903,26262,bus,Botzaris,19,"48.87925170471519, 2.3897829269460384"
9904,24602,bus,Maroc - Flandre,19,"48.88613287976297, 2.3709241365854354"
9905,22774,bus,Mairie du 18e - Jules Joffrin,18,"48.89313305722172, 2.344734765110907"
9906,25088,bus,Wagram - Prony,17,"48.88295726763548, 2.3025631539452256"
9907,29154,bus,Ternes - Mac Mahon,17,"48.8790505183559, 2.294270688857794"
9918,28239,bus,Pernety,14,"48.83378818394884, 2.3179206861805595"
9940,24400,tram,Séverine,20,"48.867495008563274, 2.409019217505799"
9941,412988,tram,Porte de la Chapelle,18,"48.89834248109988, 2.3584594789223665"
9942,462438,tram,Honoré De Balzac,17,"48.89632423963055, 2.3186972538434274"
9943,24402,tram,Canal Saint-Denis,19,"48.8987549957571, 2.380442597848103"
9944,24401,tram,Canal Saint-Denis,19,"48.898674203575055, 2.3804708399279226"
9945,24126,tram,Porte de Choisy,13,"48.81976866805424, 2.363934374386753"
9946,24121,tram,Brancion,15,"48.82870707371537, 2.3008505852998375"
9947,24137,tram,Avenue de France,13,"48.82555977469957, 2.3809038056961693"
9965,41229,rail,Pont du Garigliano - Hôpital Européen G. Pompidou,15,"48.83874623695313, 2.2706114679151033"
9966,463325,metro,Voltaire,11,"48.857662434372344, 2.3800316941488044"
9967,463317,metro,Trinité - d'Estienne d'Orves,9,"48.876336507293736, 2.3330491724182356"
9968,463312,metro,Strasbourg - Saint-Denis,10,"48.86946694919034, 2.3537974731530324"
9969,21908,metro,Rue de la Pompe,16,"48.86395170886628, 2.277885897959056"
9970,463037,metro,Richelieu - Drouot,2,"48.871640510122795, 2.338460360954777"
9971,22196,metro,Richelieu - Drouot,9,"48.87173920908901, 2.3384190255427955"
9972,463249,metro,Palais Royal - Musée du Louvre,1,"48.86276538183049, 2.3370872868854393"
9973,462954,metro,Montparnasse Bienvenue,15,"48.84228592359101, 2.3208534383022275"
9974,462974,metro,Marcadet - Poissonniers,18,"48.89127969912289, 2.349545167038563"
9976,21969,metro,La Motte-Picquet - Grenelle,15,"48.84963080441873, 2.298525726236636"
9977,463001,metro,Gare de l'Est,10,"48.876271214528, 2.358120525273069"
9978,22148,metro,Gare de l'Est,10,"48.8762782183048, 2.3577495818204395"
9981,24786,bus,Yvonne Le Tac,18,"48.88403928229164, 2.3411673374139848"
9982,463181,metro,Franklin D. Roosevelt,8,"48.86925069417462, 2.3094343257515817"
9983,22082,metro,Franklin D. Roosevelt,8,"48.86916482562125, 2.3093596665196277"
9984,22204,metro,Faidherbe - Chaligny,11,"48.85020070549559, 2.3840724716888744"
9985,463152,metro,Corentin Cariou,19,"48.89467266004268, 2.3822915571646326"
9986,21983,metro,Cluny - La Sorbonne,5,"48.85102687686081, 2.3448963012120796"
9987,21698,bus,Porte de Saint-Ouen,18,"48.8980570560333, 2.329341217867605"
9988,26566,bus,Moines - Davy,17,"48.89213131900815, 2.3230892130992067"
9989,29001,bus,Guy Môquet,18,"48.89311295104326, 2.3281228468296176"
9990,8437,bus,Victorien Sardou,16,"48.84289046055758, 2.2692936639404624"
9991,25315,bus,Victor Hugo - Henri Martin,16,"48.86395606760187, 2.2726650296603372"
9992,23520,bus,Versailles - Chardon Lagache,16,"48.83875577409713, 2.262362118640788"
9993,23519,bus,Versailles - Chardon Lagache,16,"48.83941856380027, 2.2619167399932545"
9994,36829,bus,Suzanne Lenglen (rue),16,"48.84808510739217, 2.248371167998945"
9995,25531,bus,Radio France - Pont de Grenelle,16,"48.85173572152368, 2.278927389220259"
9996,25316,bus,Porte de la Muette - Octave Feuillet,16,"48.8632176360295, 2.269553802274487"
9997,8443,bus,Pont Mirabeau,16,"48.84767790535293, 2.2741868002469636"
9998,28001,bus,Place Possoz,16,"48.859463401183916, 2.277798174648809"
9999,39488,bus,Kléber - Paul Valéry,16,"48.869170302390266, 2.2918279709755938"
10000,23496,bus,Kléber - Boissière,16,"48.866908785395225, 2.2896094186822684"
10001,23177,bus,Iéna,16,"48.864005908406895, 2.2929886816371847"
10002,25345,bus,Ernest Hébert,16,"48.86090015169114, 2.267078270774558"
10003,25387,bus,Bugeaud,16,"48.870005543182955, 2.282573498178563"
10004,28676,bus,Pasteur - Lycée Buffon,15,"48.84304223927162, 2.3131259193489417"
10005,37266,bus,Hôpital Européen Georges Pompidou,15,"48.83967375502775, 2.272745012596824"
10006,24248,bus,Desnouettes - Vasco de Gama,15,"48.835518562981086, 2.286168040923972"
10007,24116,tram,Desnouettes,15,"48.83460313384317, 2.2834830921633325"
10008,24101,tram,Desnouettes,15,"48.834114796860064, 2.284538816875225"
10009,24130,tram,Didot,14,"48.825973514115546, 2.313364419913914"
10010,26610,bus,Porte Didot - Lycée Raspail,14,"48.82527530760724, 2.3108128331139217"
10011,33397,bus,Porte d'Orléans Ernest Reyer,14,"48.82317799404925, 2.324692732704135"
10012,460547,tram,Porte d'Orléans,14,"48.82294355332354, 2.3261804095027867"
10013,24157,bus,Douanier Rousseau,14,"48.826047726556055, 2.331221056864878"
10014,22960,bus,Port Royal - Berthollet,13,"48.837305199397754, 2.3453684941657227"
10015,26746,bus,Port Royal - Berthollet,13,"48.83738109323363, 2.3460896286960446"
10016,27104,bus,Parc de Choisy,13,"48.82738617826927, 2.358842286633886"
10017,23378,bus,Damesme,13,"48.820330840472444, 2.3563821358445773"
10018,26317,bus,Ledru Rollin - Faubourg Saint-Antoine,11,"48.85158501939896, 2.37526607320128"
10019,30135,bus,Liège,9,"48.88005108029139, 2.3290822192389267"
10020,39478,bus,Palais de la Découverte,8,"48.86514961235874, 2.310203531737634"
10021,25514,bus,Haussmann - Miromesnil,8,"48.87508970289818, 2.3137394886481144"
10022,37512,bus,Gare Saint-Lazare,8,"48.8746690461407, 2.325170396920301"
10024,22095,metro,Charles de Gaulle - Etoile,17,"48.87383861477208, 2.2949957354418307"
10025,22094,metro,Charles de Gaulle - Etoile,17,"48.874994576157455, 2.2958117752357623"
10026,412807,rail,Charles de Gaulle - Etoile,17,"48.87417762749343, 2.2952945030833836"
10027,36304,bus,Vauban - Hôtel des Invalides,7,"48.85379542040549, 2.311008017137504"
10028,23497,bus,Saint-François-Xavier,7,"48.8516725702085, 2.3140751482178312"
10029,34167,bus,Pont du Carrousel - Quai Voltaire,7,"48.85785840519366, 2.332857193143456"
10030,9407,bus,Musée d'Orsay,7,"48.860840052214016, 2.324095520609876"
10031,25774,bus,Général Détrie,15,"48.85294630616087, 2.297990468734496"
10032,22765,bus,Bosquet - Grenelle,7,"48.856724985812164, 2.3043862726090976"
10033,26313,bus,Bosquet - Grenelle,7,"48.85696842672474, 2.3044920583146884"
10034,28697,bus,Guynemer - Vavin,6,"48.845309013273386, 2.3322547650521708"
10035,26784,bus,Guynemer - Vavin,6,"48.84470846031098, 2.33261674177431"
10036,28421,bus,Maubert - Mutualité,5,"48.84973918350475, 2.3495458478415676"
10037,22964,bus,Luxembourg,5,"48.84571213019154, 2.340071203980298"
10038,22962,bus,Les Ecoles,5,"48.84989882055361, 2.3425529126159894"
10039,417935,bus,Sully - Morland,4,"48.85150635162603, 2.3620615259596174"
10040,29449,bus,Grenier Saint-Lazare - Quartier de l'Horloge,3,"48.862825826734785, 2.353062810408937"
10041,37586,bus,Bretagne,3,"48.86184942085058, 2.365547003283741"
10042,474139,bus,Richelieu - Drouot,2,"48.871781052517214, 2.3394818917439237"
10043,28266,bus,Pyramides,1,"48.86602432652288, 2.3344429592623857"
10044,18204,bus,Cours de Vincennes,20,"48.84798345771764, 2.4062425527993603"
10046,463966,bus,Corvisart,13,"48.82986881641399, 2.3489219476965975"
10047,23461,bus,Convention - Saint Charles,15,"48.84357559700384, 2.282937330350431"
10053,30097,bus,Glacière - Tolbiac,13,"48.82673693648358, 2.3419732226848224"
10054,30094,bus,Daviel,13,"48.8288254403437, 2.3423282790138704"
10067,27900,bus,Emile Bertin,18,"48.89870146665355, 2.3650706105954984"
10069,23472,bus,Champ de Mars - Suffren,7,"48.85496194004153, 2.2966413025453365"
10071,26755,bus,Campagne Première,6,"48.84081737850742, 2.33318432437247"
10072,23489,bus,Place Hebert,18,"48.89341673357407, 2.3639893875190494"
10073,40770,bus,Place de Torcy,18,"48.89172161379341, 2.3614733346528536"
10121,26004,bus,Angélique Compoint,18,"48.89789661033411, 2.336054239247947"
10122,22969,bus,Rond-Point des Champs-Élysées,8,"48.868529720021016, 2.309954284324186"
10137,463011,metro,Champs-Élysées - Clemenceau,8,"48.8674955207739, 2.313873615595231"
10138,22090,metro,Champs-Élysées - Clemenceau,8,"48.86758395953892, 2.3143972920252356"
10144,463094,metro,Barbès - Rochechouart,18,"48.883852349848276, 2.350573400888514"
10145,22130,metro,Barbès - Rochechouart,10,"48.883402060472626, 2.3496299278530017"
10147,29156,bus,Pereire - Maréchal Juin,17,"48.88415608127934, 2.296874271873226"
10213,22184,metro,Daumesnil,12,"48.839673931394934, 2.3955736061403705"
10214,22181,metro,Daumesnil,12,"48.839434008039476, 2.3961486284893705"
10218,24102,tram,Pont du Garigliano,15,"48.83807321090633, 2.2713231383123325"
10220,26555,bus,Gambetta - Pyrénées,20,"48.86444019850352, 2.3987758769152774"
10233,27080,bus,Château - Mairie du 14ème,14,"48.83366303373324, 2.3243934198694136"
10257,39762,bus,Blanche,18,"48.883787227514226, 2.3330022931888688"
10258,25741,bus,Banquier,13,"48.83409555981976, 2.3538417065482196"
10269,22797,bus,Masséna - Darmesteter,13,"48.823215641463065, 2.374611704936931"
10270,9139,bus,Château des Rentiers,13,"48.822457289384595, 2.3723462013093886"
10275,28990,bus,Ternes,17,"48.87836741443455, 2.298929511371323"
10311,26351,bus,Champ de Mars - la Bourdonnais,7,"48.855825333329655, 2.302790040029523"
10328,463694,bus,Atlas,19,"48.87628611907289, 2.3762514235652676"
10329,39884,bus,Atlas,19,"48.87641215989753, 2.376277183014124"
10330,25396,bus,Assomption - Radio France,16,"48.85345158970963, 2.2756327800271814"
10331,420442,bus,Alma - Marceau,16,"48.86406229789243, 2.3010576731967523"
10332,8440,bus,Albert de Mun,16,"48.86411096119907, 2.2909834450355184"
10333,463693,bus,Nation - Trone,12,"48.84802374665672, 2.398106773970276"
10336,22295,tram,Suzanne Lenglen,15,"48.83334931540625, 2.276893006183628"
10477,463122,metro,Arts et Métiers,3,"48.86561531898623, 2.3566822734187167"
10478,463108,metro,Arts et Métiers,3,"48.86538069915563, 2.356535223129095"
10480,37723,bus,Gare d'Austerlitz,5,"48.84462045906856, 2.3643491653520807"
10481,37560,bus,Jardin des Plantes,5,"48.84445563701644, 2.3637965925811697"
10482,21935,metro,Alma - Marceau,8,"48.86472824220415, 2.3011305274706984"
10483,24263,bus,Cambronne,15,"48.847175368684766, 2.30157032821345"
10501,28126,bus,Rue des Pins,16,"48.846573699890975, 2.2468667596932774"
10502,37140,bus,Rennes - Saint-Placide,6,"48.84663579355829, 2.3266780551537654"
10503,479699,bus,Musée du Luxembourg,6,"48.84856355403491, 2.332049535492463"
10504,463784,bus,Porte d'Auteuil,16,"48.84754748409318, 2.25733192448362"
10510,22382,metro,Le Peletier,9,"48.87495940602734, 2.3401505597063736"
10512,28004,bus,Trocadéro,16,"48.86342032126376, 2.28826660661054"
10513,36167,bus,Quai de la Rapée,12,"48.84538106695209, 2.368718037116057"
10516,24677,bus,Charles Hermite - Ney,18,"48.898806411525904, 2.364510076555649"
10517,24869,bus,Courcelles,17,"48.87940596176713, 2.302747065959547"
10520,26260,bus,Mouzaïa,19,"48.87997292377851, 2.3990192579299046"
10524,25515,bus,Versailles - Exelmans,16,"48.84135055264481, 2.2660315194218845"
10525,26311,bus,Esplanade des Invalides,7,"48.859885721895715, 2.314430445419903"
10655,427347,bus,Leclaire,17,"48.89678708437594, 2.327393436944828"
10656,36632,bus,Firmin Gémier,18,"48.89559234246265, 2.330846039398354"
10657,22069,bus,Brochant,17,"48.89113807596908, 2.3207972369534433"
10658,24670,bus,Maroc,18,"48.88710094358858, 2.3669030834454965"
10659,478391,bus,Quai de la Gare,13,"48.83682319639629, 2.372908917388368"
10660,24982,bus,La Boule Blanche,12,"48.85188080374241, 2.373354600400374"
10661,413161,bus,Route des Lacs,16,"48.87056169361023, 2.2587215669545575"
10662,412995,bus,Rue Rouelle,15,"48.84937160682396, 2.291170361787262"
10663,40078,bus,Docteur Finlay,15,"48.85182968159246, 2.290128441005718"
10664,461396,bus,Lecourbe - Vasco De Gama,15,"48.83700361366953, 2.2833410997353076"
10665,29814,bus,Tolbiac - Baudricourt,13,"48.82660580731271, 2.364286845431242"
10666,463938,bus,Vaugirard,15,"48.83959485362464, 2.300227664827244"
10667,39316,bus,Pont d'Iéna,16,"48.86092856570658, 2.2919645354542233"
10668,29977,bus,Dareau-Rene Coty,14,"48.83047680480489, 2.333575421288178"
10669,27480,bus,Damrémont - Ordener,18,"48.89340765067062, 2.337434463908962"
10670,37079,bus,Place de la Réunion,20,"48.855661031923326, 2.4020527355442165"
10671,25087,bus,Jouffroy d'Abbans - Malesherbes,17,"48.88535311239465, 2.307835822161802"
10672,25090,bus,Jouffroy d'Abbans - Villiers,17,"48.884015794250544, 2.3051944694035833"
10673,25103,bus,Place de Passy,16,"48.857853111297935, 2.2777250871972434"
10674,420271,bus,Château de Vincennes,12,"48.84402233499941, 2.440883911730357"
10675,25412,bus,Nicolo - Jean Richepin,16,"48.861409743702374, 2.2754403468711777"
10676,37590,bus,Maison des Métallos,11,"48.86775790956338, 2.377498645462409"
10677,37584,bus,Jean-Pierre Timbaud - Richard Lenoir,11,"48.86572018965251, 2.3696302592831184"
10678,23379,bus,Damesme,13,"48.820167423087604, 2.3560981375591195"
10679,23604,bus,Convention - Lourmel,15,"48.842410730305495, 2.285160721043296"
10680,23611,bus,Les Plantes,14,"48.829077389938504, 2.3230088988949604"
10681,463785,bus,Exelmans,16,"48.84303506215241, 2.260625566190178"
10682,9112,bus,Pierre Demours,17,"48.88104367917368, 2.2952254557719227"
10683,463678,bus,Gravelle - Jaurès,12,"48.82485275861384, 2.411886247877769"
10684,463631,bus,Philippe Auguste - Dumas,11,"48.853087134836045, 2.3927741213055422"
10685,426153,bus,Nation - Saint-Antoine,12,"48.84847378343882, 2.3946130316419265"
10686,28028,bus,Alleray,15,"48.83699371276913, 2.3060665195424432"
10687,28029,bus,Cambronne - Vaugirard,15,"48.84003252969182, 2.3043365547203845"
10688,28023,bus,Bobillot - Tolbiac,13,"48.825485352382216, 2.349930171589268"
10689,460490,bus,Porte de Vanves - Place Simard,14,"48.82626472575438, 2.304615616710559"
10690,28405,bus,Saint-Gilles - Chemin Vert,11,"48.85726818317772, 2.3682741643303125"
10691,28586,bus,Porte d'Italie - Métro,13,"48.817922699620006, 2.3601435190650717"
10692,28700,bus,Colonel Monteil,14,"48.826406005883165, 2.3103756201978443"
10693,26285,bus,Ménilmontant - Pelleport,20,"48.87056734772952, 2.3993050037264694"
10694,26257,bus,Ternes - Mac Mahon,17,"48.878414208308435, 2.2946474592224413"
10695,26265,bus,René Fonck,19,"48.878502898130435, 2.409030656806078"
10696,26267,bus,René Fonck,19,"48.878799592494374, 2.409013655095418"
10697,26319,bus,Faidherbe,11,"48.85380421357678, 2.381767538876992"
10698,26371,bus,Parmentier - République,11,"48.864889974377014, 2.374234105109386"
10699,26676,bus,Patay - Tolbiac,13,"48.82764582450893, 2.370472046950794"
10700,24009,bus,Bibliothèque Rue Mann,13,"48.828910855937046, 2.3784801540248752"
10701,24148,bus,Parc Montsouris,14,"48.824323349400345, 2.336500843841601"
10702,26754,bus,Victor Considérant,14,"48.83509233427064, 2.332276654082425"
10703,26891,bus,Versailles - Exelmans,16,"48.84040675167349, 2.2646550389593885"
10704,36303,bus,Général De Bollardière,7,"48.851548708887975, 2.3004487216617546"
10705,36306,bus,Sully - Morland,4,"48.85124193514105, 2.363073227373402"
10706,24440,bus,Censier - Daubenton,5,"48.8406490688978, 2.3516485630124864"
10707,36742,bus,Oudinot,7,"48.84896279659512, 2.31517375100946"
10708,36739,bus,Palais Royal - Comédie Française,1,"48.86427459024163, 2.3351605120744665"
10709,22713,bus,Musée du Louvre,1,"48.86092930095682, 2.333594806268751"
10710,8421,bus,Cadet,9,"48.875587782119474, 2.3432103153547374"
10711,29441,bus,Victoires,1,"48.865516695031886, 2.341851439016477"
10712,27095,bus,Jean Nicot - Église Américaine,7,"48.86243152970694, 2.3067363789796387"
10713,27214,bus,Matignon - Saint-Honoré,8,"48.87310769914264, 2.3147063270217485"
10714,27323,bus,Friedland - Haussmann,8,"48.87482726952382, 2.307212192047252"
10715,39483,bus,La Tour Maubourg - Saint-Dominique,7,"48.86032969856719, 2.3103082386569747"
10716,39819,bus,Murillo,8,"48.87790315648344, 2.3056850662441253"
10717,37539,bus,Châtelet,4,"48.85840510093019, 2.3488379491432014"
