,coord_x,coord_y,valeur,qualif,val_no2,val_pm10,val_o3,val_so2,val_pm25
88,652080,6862620,4,Bon,3.0,4.0,2.0,1.0,0
89,652080,6862620,3,Bon,2.0,3.0,3.0,1.0,0
90,652080,6862620,3,Bon,2.0,3.0,2.0,1.0,0
91,652080,6862620,3,Bon,2.0,3.0,3.0,1.0,0
92,652080,6862620,3,Bon,2.0,3.0,3.0,1.0,0
93,652080,6862620,3,Bon,1.0,2.0,3.0,1.0,0
94,652080,6862620,3,Bon,1.0,3.0,3.0,1.0,0
95,652080,6862620,3,Bon,2.0,3.0,2.0,1.0,0
96,652080,6862620,3,Bon,3.0,3.0,3.0,1.0,0
97,652080,6862620,2,Très bon,2.0,2.0,2.0,1.0,0
98,652080,6862620,3,Bon,3.0,3.0,2.0,1.0,0
99,652080,6862620,4,Bon,3.0,4.0,2.0,1.0,0
100,652080,6862620,3,Bon,2.0,3.0,2.0,1.0,0
101,652080,6862620,4,Bon,2.0,4.0,2.0,1.0,0
102,652080,6862620,4,Bon,2.0,4.0,2.0,1.0,0
103,652080,6862620,4,Bon,2.0,4.0,2.0,1.0,0
104,652080,6862620,3,Bon,3.0,3.0,3.0,1.0,0
105,652080,6862620,3,Bon,3.0,3.0,3.0,1.0,0
106,652080,6862620,3,Bon,1.0,2.0,3.0,1.0,0
107,652080,6862620,3,Bon,1.0,1.0,3.0,1.0,0
108,652080,6862620,3,Bon,1.0,2.0,3.0,1.0,0
109,652080,6862620,3,Bon,2.0,3.0,3.0,1.0,0
110,652080,6862620,3,Bon,2.0,2.0,3.0,1.0,0
111,652080,6862620,3,Bon,2.0,3.0,3.0,1.0,0
112,652080,6862620,2,Très bon,2.0,2.0,2.0,1.0,0
113,652080,6862620,3,Bon,2.0,2.0,3.0,1.0,0
114,652080,6862620,3,Bon,1.0,2.0,3.0,1.0,0
115,652080,6862620,3,Bon,1.0,2.0,3.0,1.0,0
116,652080,6862620,3,Bon,2.0,2.0,3.0,1.0,0
117,652080,6862620,3,Bon,2.0,3.0,3.0,1.0,0
118,652080,6862620,3,Bon,2.0,3.0,3.0,1.0,0
119,652080,6862620,2,Très bon,2.0,2.0,2.0,1.0,0
120,652080,6862620,4,Bon,3.0,4.0,3.0,1.0,0
121,652080,6862620,4,Bon,3.0,4.0,3.0,1.0,0
122,652080,6862620,4,Bon,3.0,4.0,2.0,1.0,0
123,652080,6862620,3,Bon,2.0,3.0,2.0,1.0,0
124,652080,6862620,3,Bon,2.0,3.0,2.0,1.0,0
125,652080,6862620,3,Bon,2.0,3.0,3.0,1.0,0
126,652080,6862620,2,Très bon,2.0,2.0,2.0,1.0,0
127,652080,6862620,3,Bon,2.0,3.0,2.0,1.0,0
