,id,arrondissement,annee_financement,nombre_logement,geo_point_2d
55,2001070,13,2008,10,"48.82516677029089, 2.357293225515175"
56,2001073,12,2008,14,"48.85142940989917, 2.3751178271662097"
57,2001110,12,2008,1,"48.84714217995002, 2.3884923170507943"
58,2001121,15,2008,1,"48.840160809923404, 2.2929787775233796"
59,2001162,1,2008,8,"48.86158651016557, 2.34851819760326"
60,2001173,1,2008,12,"48.86131722995441, 2.3435628521052165"
61,2001210,11,2008,22,"48.858875019643136, 2.3739442844695287"
62,2001211,13,2008,72,"48.83597018012104, 2.3450870190970514"
63,2001220,5,2008,1,"48.850746390249576, 2.3497379920269856"
64,2001230,17,2008,1,"48.88400226999651, 2.291417730654946"
65,2001231,17,2008,3,"48.88879171002027, 2.3004374994363284"
66,2001257,18,2008,100,"48.89295048032951, 2.3594554706282724"
67,2001267,20,2008,10,"48.87087715991025, 2.391726247152168"
68,2001269,20,2008,6,"48.85679928024981, 2.4008478520913408"
69,2001294,20,2009,20,"48.85348929014072, 2.398890258377393"
70,2001296,5,2009,17,"48.841206949670365, 2.3477799705225766"
71,2001323,3,2009,4,"48.862689669711614, 2.362427890519167"
72,2001332,12,2009,1,"48.833078679958746, 2.399924815061483"
73,2001370,12,2009,1,"48.84464607013104, 2.3898835825557314"
74,2001373,17,2009,29,"48.89536597983247, 2.323446098437004"
75,2001410,16,2009,16,"48.83951100038468, 2.2637978131153518"
76,2001422,16,2009,1,"48.84977261976464, 2.2690857026019833"
78,2001438,11,2009,14,"48.86583564037632, 2.3677630225519315"
79,2001445,17,2009,2,"48.864857199825025, 2.3491958923457226"
80,2001446,15,2009,2,"48.836091239653186, 2.2905216895923752"
81,2001502,20,2009,1,"48.87255916957472, 2.3790450616527363"
82,2001507,20,2009,2,"48.86823420036197, 2.4038922895424206"
83,2001521,15,2009,1,"48.84224655964288, 2.298263920680949"
84,2001552,19,2009,1,"48.89178242965484, 2.3823033414352937"
85,2001557,13,2010,109,"48.82163864987446, 2.3667101785288724"
86,2001558,12,2010,92,"48.83435429980301, 2.3972146524802613"
87,2001565,17,2010,12,"48.87640616965895, 2.293861883084684"
88,2001575,1,2010,25,"48.861108219713515, 2.342399150575154"
89,2001586,5,2010,2,"48.842121279813746, 2.361812734598992"
90,2001588,18,2010,2,"48.89937388976746, 2.3348540175259425"
91,2001602,12,2010,1,"48.84728951022055, 2.3698356745832836"
92,2001623,15,2010,1,"48.84221772994218, 2.2956188854172375"
93,2001627,20,2010,1,"48.85560529995494, 2.4115280444127376"
94,2001634,13,2010,100,"48.82183409025092, 2.3474112821996798"
95,2001660,18,2010,4,"48.89095924987927, 2.351671345560742"
96,2001665,16,2010,1,"48.84947286004293, 2.2736772005794355"
97,2001697,11,2010,18,"48.853010860134994, 2.379396516449888"
98,2001699,14,2010,8,"48.82419639016113, 2.330103688619594"
99,2001725,10,2010,14,"48.87076589032473, 2.373297888507574"
100,2001744,19,2010,17,"48.89378175027069, 2.3736394562179184"
101,2001755,18,2010,5,"48.884887659746326, 2.328893819499846"
102,2001765,19,2010,1,"48.87831366988579, 2.398858096369331"
103,2001769,15,2010,2,"48.84269833002137, 2.2846581124253253"
104,2001781,18,2010,4,"48.88838447040061, 2.3614588055334145"
105,2001789,18,2010,1,"48.89303415972028, 2.35244047460204"
106,2001817,17,2010,20,"48.88061367976926, 2.2980915344720314"
107,2001849,15,2011,1,"48.842327850123176, 2.2987871183629767"
108,2001858,20,2011,1,"48.85010264007792, 2.4054126644461107"
109,2001862,1,2011,36,"48.863147280099774, 2.338957786564146"
110,2001887,16,2011,24,"48.85096542990833, 2.2676016130657954"
111,2001895,20,2011,12,"48.8723818698949, 2.3846409201064502"
112,2001897,15,2011,60,"48.83060702000114, 2.306062580609293"
113,2001902,12,2011,22,"48.84582550980685, 2.4100690731724725"
114,2001909,12,2011,2,"48.83413954965177, 2.4069396622357506"
115,2001916,20,2011,9,"48.85319595029476, 2.4115783380853943"
116,2001933,15,2011,2,"48.82873422985682, 2.2989263794783747"
117,2001934,15,2011,1,"48.842936009846476, 2.2961371224391205"
118,2001950,6,2011,55,"48.84907376955985, 2.3239855353866754"
119,2001965,5,2011,14,"48.84093129007881, 2.3509947465904437"
120,2001980,19,2011,36,"48.875856110090965, 2.3817917366603965"
121,2001982,18,2011,10,"48.88362052955422, 2.33852075062538"
122,2002003,19,2011,95,"48.8829363102652, 2.3756442955800723"
123,2002008,20,2011,2,"48.864845460141254, 2.3974566414699137"
124,2002054,11,2012,12,"48.85713784960924, 2.383685984527241"
125,2002095,9,2012,20,"48.88024384960657, 2.3290487954313286"
126,2002099,18,2012,1,"48.8841547799077, 2.349699250649085"
127,2002114,20,2012,2,"48.86477320994734, 2.2864138606826288"
128,2002143,17,2012,16,"48.88364194035386, 2.2900028523630542"
129,2002158,17,2012,100,"48.89379205032537, 2.3127080485336444"
130,2002170,17,2012,1,"48.885757560399796, 2.2896307336250388"
131,2002277,10,2013,23,"48.87463927994075, 2.3543292310430597"
132,2002299,19,2013,25,"48.89173151001136, 2.380081134362677"
133,2002301,19,2013,19,"48.888175400366954, 2.3844533900556755"
134,2002328,12,2013,28,"48.84513646998944, 2.389336467297632"
135,2002339,15,2013,2,"48.842379579674315, 2.275362525085652"
136,2002350,16,2013,45,"48.85940277956698, 2.2770195744023605"
137,2002368,20,2013,2,"48.8505497899066, 2.3995293986734345"
138,2002379,10,2013,7,"48.869580250112655, 2.358355241547519"
139,2002388,14,2013,86,"48.82572913021368, 2.302106447495888"
140,2002411,20,2013,52,"48.86153284026501, 2.404343548403538"
141,2002425,10,2013,43,"48.877811819719234, 2.369020390391527"
142,2002443,20,2013,8,"48.87261084032937, 2.3823781420921284"
143,2002478,17,2014,74,"48.89217072958108, 2.309308455548557"
144,2002502,15,2014,258,"48.83867610026953, 2.29040350438463"
145,2002530,15,2014,16,"48.83689865990136, 2.29320812664163"
146,2002537,3,2014,24,"48.864714989606675, 2.365494233417726"
147,2002575,19,2014,1,"48.88633621023397, 2.387609864415891"
148,2002604,12,2014,39,"48.847743490004014, 2.3916314104166596"
149,2002609,14,2014,9,"48.830133960029805, 2.3323525043520785"
150,2002621,18,2014,90,"48.89672711029554, 2.3587595191249897"
152,2002629,20,2014,56,"48.8651289697329, 2.38802364414132"
153,2002683,10,2015,47,"48.878479230336964, 2.367042167361836"
154,2002699,17,2015,1,"48.89325757032543, 2.31903838134275"
155,2002709,19,2015,13,"48.87870335015988, 2.390595769333896"
156,2002724,13,2015,12,"48.82532783962803, 2.378030422432003"
157,2002732,16,2015,9,"48.84043193999301, 2.2633670051126313"
158,2002750,19,2015,54,"48.8793209602286, 2.3714687075621663"
159,2002793,17,2015,849,"48.88788488959014, 2.2973211454213422"
160,2002798,19,2015,12,"48.87483582002461, 2.379854642049169"
161,2002816,10,2015,12,"48.8715737297416, 2.3622711595093495"
162,2002851,20,2015,130,"48.87246379003236, 2.3910286914800403"
163,2002857,18,2015,3,"48.89166296999949, 2.3655494195426625"
164,2002863,16,2015,17,"48.85250844023542, 2.2612055853852753"
165,2002890,17,2016,1,"48.880589779856486, 2.2923966034556753"
166,2002927,13,2016,4,"48.820980190337735, 2.361040098197379"
167,2002931,11,2016,1,"48.85933105020066, 2.3772257323047232"
168,2002994,14,2016,63,"48.83385943986836, 2.334901829368422"
169,2003035,20,2016,26,"48.866248030296, 2.4059683973688517"
170,2003037,20,2016,94,"48.866303269819774, 2.3899781581286157"
171,2003153,20,2017,18,"48.87029129041193, 2.4051116541852284"
172,2003161,13,2017,32,"48.83107098031615, 2.358261502027349"
173,2003169,18,2017,7,"48.8853956996838, 2.3391761564221736"
174,2003194,10,2017,24,"48.87517541005811, 2.3560294872770142"
175,2003201,15,2017,16,"48.82942243033285, 2.3019684246559495"
176,2003207,1,2017,1,"48.861280890255486, 2.342400651331192"
177,2003211,3,2017,1,"48.85962004967477, 2.361141361112943"
178,2003247,11,2017,1,"48.85667597995397, 2.387179550186986"
179,2003328,18,2018,2,"48.884575410381906, 2.3365227136670326"
180,2003354,18,2018,17,"48.89496677987998, 2.3485468022402634"
181,2003393,3,2018,20,"48.8684215797867, 2.356215086379308"
182,2003412,18,2018,15,"48.88980133018754, 2.3473853862093828"
183,2003474,18,2019,1,"48.89552442028441, 2.3474230884967984"
184,2003482,17,2019,1,"48.89263626982565, 2.3170903754109626"
185,2003483,13,2019,1,"48.82064507013897, 2.3508995929861145"
186,2003512,13,2019,75,"48.81767065960232, 2.359252053104363"
187,2003675,14,2019,16,"48.82776305005202, 2.3059717642387683"
188,2003589,14,2020,1,"48.82783409012015, 2.3065713095793376"
189,2003629,4,2020,1,"48.86095134985092, 2.350524952197118"
190,2003658,5,2020,5,"48.84201732022906, 2.3411170651969337"
191,2003690,12,2020,3,"48.85006193014565, 2.3738832265529135"
192,2003693,17,2020,1,"48.88747717992969, 2.2974084053503985"
193,2003713,12,2020,4,"48.84305045034494, 2.40481739422836"
194,2003719,12,2020,36,"48.838967380013614, 2.394042758493729"
195,2003792,14,2021,25,"48.840641990178966, 2.324256343590142"
196,2003809,2,2021,17,"48.86764255991754, 2.3517570212061543"
197,CPE14,19,2021,71,"48.87402738987441, 2.3766265844965626"
198,CPE28,20,2021,118,"48.87530407989986, 2.4026743430707205"
199,CPE53,9,2021,17,"48.87397998001187, 2.346512657604425"
200,2003977,10,2022,14,"48.87944421024249, 2.3667900904177332"
201,2003989,13,2022,1,"48.820547120156434, 2.3500033296464617"
202,2004038,11,2022,18,"48.86155528025152, 2.377681203142507"
204,2004053,20,2022,1,"48.85540978017015, 2.4017941464129198"
205,2004059,6,2022,63,"48.85575727964039, 2.3330432295713472"
206,CPE55,5,2022,4,"48.84043554986959, 2.3501071833062595"
207,CPE66,18,2022,5,"48.887537519681025, 2.3273569300580976"
208,2004067,13,2023,4,"48.824946340027054, 2.356388632340047"
209,2004091,19,2023,86,"48.899310590435256, 2.3877086505705862"
210,2004093,14,2023,16,"48.8308619303273, 2.325895298309893"
211,2004129,5,2023,18,"48.841266409808384, 2.3387491563294005"
212,2004204,3,2024,1,"48.86883153002461, 2.344233570162795"
213,2004242,13,2024,73,"48.83543942971298, 2.3524851354848857"
214,2004262,5,2024,12,"48.84245987000139, 2.3519548772284096"
215,2000006,11,2001,15,"48.85522230018403, 2.3871525441724497"
216,2000024,18,2001,7,"48.88667364973254, 2.352886413478314"
217,2000032,12,2001,45,"48.84402340014564, 2.3887060759758216"
218,2000041,6,2001,6,"48.85657645965999, 2.3366691703686895"
219,2000047,19,2001,36,"48.89042570033795, 2.3771742905805016"
220,2000056,13,2001,163,"48.831081300065215, 2.3576097091177366"
221,2000067,13,2001,35,"48.82577299015205, 2.3694983703019665"
222,2000076,17,2001,24,"48.89300944968649, 2.316242093653857"
223,2000079,19,2001,8,"48.87754507008669, 2.406030383619007"
224,2000111,19,2002,10,"48.88501405012888, 2.366009991595924"
225,2000146,17,2002,4,"48.89509186032561, 2.3175362414827236"
226,2000173,19,2002,12,"48.885254120140836, 2.3663137684033395"
227,2000209,5,2003,11,"48.85116113041647, 2.349317043141275"
228,2000232,15,2003,52,"48.83679070978503, 2.3039918992014563"
229,2000235,4,2003,23,"48.8612864300644, 2.3499951131772083"
230,2000249,9,2003,25,"48.87703696994993, 2.327162905674711"
231,2000253,13,2003,38,"48.82424273038634, 2.3569509510499684"
232,2000269,13,2003,37,"48.834393280186966, 2.3657450055109575"
233,2000272,2,2003,15,"48.870386199662825, 2.345087364296843"
234,2000301,14,2004,6,"48.82945901017919, 2.3272751046758597"
235,2000324,20,2004,4,"48.87219495974847, 2.3824165023560817"
236,2000329,12,2004,32,"48.84733843997424, 2.3778458383426413"
237,2000370,11,2004,3,"48.852179719934554, 2.3925691794156165"
238,2000373,18,2004,56,"48.89389167971063, 2.336372174432639"
239,2000417,20,2004,11,"48.85350883003335, 2.3985396035154816"
241,2000466,19,2005,15,"48.87889158981352, 2.392429380454572"
242,2000485,20,2005,47,"48.85502617956664, 2.4036992205015615"
243,2000497,15,2005,1,"48.8331269802793, 2.289224789357687"
245,2000533,18,2005,21,"48.88697211976334, 2.3521728984721597"
246,2000547,18,2005,8,"48.897246990018424, 2.3455983616251417"
247,2000559,2,2005,8,"48.86869923002987, 2.3455960156641416"
248,2000591,4,2005,11,"48.85320134991501, 2.36798898728805"
249,2000596,18,2005,2,"48.895965620203086, 2.3426223193819427"
250,2000614,4,2006,15,"48.85663207031897, 2.3571204143243523"
251,2000616,18,2006,12,"48.88821625044935, 2.3606214770419007"
252,2000628,13,2006,32,"48.82653442998953, 2.35984434799107"
253,2000657,13,2006,9,"48.82734593026276, 2.3456519703662435"
254,2000710,8,2006,12,"48.880338020383036, 2.3253972485371164"
255,2000712,3,2006,6,"48.866033080329835, 2.3590614340091034"
256,2000723,5,2006,29,"48.85106652972055, 2.3479275316102868"
257,2000725,11,2006,3,"48.86537453010836, 2.376499073305846"
258,2000750,14,2006,10,"48.83250374971406, 2.3196694534666418"
259,2000757,20,2006,5,"48.87480342968497, 2.395544779316528"
260,2000761,20,2006,15,"48.86433563010038, 2.4015089402965812"
261,2000781,10,2007,28,"48.87763973044099, 2.356498158602478"
262,2000838,18,2007,22,"48.88840455029857, 2.3519026034177455"
263,2000938,18,2007,4,"48.892995910159684, 2.350297906584799"
264,2000956,12,2007,28,"48.85155864966038, 2.3745881801748756"
265,2000969,12,2007,1,"48.837272209818714, 2.392532060174872"
266,2001001,20,2007,11,"48.86765400002599, 2.405447048544198"
267,2001005,18,2007,7,"48.88463494006666, 2.3648150022805985"
268,2001097,13,2008,5,"48.82435593998876, 2.3680365865509145"
269,2001106,1,2008,8,"48.86042952003763, 2.342676970652934"
270,2001145,19,2008,25,"48.89411901956349, 2.3835535754339943"
271,2001200,4,2008,20,"48.86068712038595, 2.3502759054553786"
272,2001203,4,2008,9,"48.860654560178055, 2.351069314468381"
273,2001216,17,2008,3,"48.888663369771955, 2.3001608615904647"
274,2001243,20,2008,7,"48.87176168977022, 2.38097256254384"
275,2001246,15,2008,12,"48.84531279033154, 2.287520028555829"
276,2001253,15,2008,5,"48.839837310073214, 2.280943207181199"
277,2001254,10,2008,72,"48.881232810246885, 2.363969813143392"
279,2001302,19,2009,1,"48.88079836983874, 2.3983381512864703"
280,2001354,10,2009,26,"48.87628588043318, 2.3611814974007186"
281,2001372,15,2009,56,"48.83424092005926, 2.3017323674273675"
282,2001376,16,2009,37,"48.86063267024431, 2.283939791623225"
283,2001387,17,2009,2,"48.88405706994123, 2.287327098426987"
284,2001472,10,2009,16,"48.881198280103945, 2.3524386384577762"
285,2001480,19,2009,6,"48.879278040192794, 2.392625856158658"
286,2001485,15,2009,5,"48.83375181007022, 2.3089243524478995"
287,2001496,18,2009,1,"48.88403677011001, 2.350875441621865"
288,2001503,20,2009,1,"48.87466172020634, 2.388337918443543"
289,2001603,18,2010,27,"48.888878949623184, 2.3546519775281958"
290,2001614,20,2010,6,"48.87092800972598, 2.378617684592545"
291,2001649,12,2010,2,"48.83385528988284, 2.406421249560873"
292,2001687,14,2010,8,"48.82772175966339, 2.330668848397909"
293,2001695,11,2010,11,"48.85338357956695, 2.392166752064793"
294,2001705,17,2010,5,"48.88722885025152, 2.295331847604295"
295,2001728,14,2010,156,"48.82859864007595, 2.308583266386238"
296,2001735,14,2010,13,"48.83048105000451, 2.331302069430668"
297,2001750,19,2010,26,"48.881853639919875, 2.370539110476646"
298,2001760,19,2010,21,"48.88977848956543, 2.377891968615003"
299,2001768,13,2010,1,"48.819737219875684, 2.348462362022473"
300,2001774,18,2010,3,"48.89307465992941, 2.350227586645866"
301,2001785,18,2010,1,"48.88522993982384, 2.360487234243227"
302,2001786,18,2010,14,"48.88987168990622, 2.3626925525234297"
303,2001802,20,2010,1,"48.8681632896608, 2.4037973615928996"
304,2001822,19,2010,15,"48.87853773982011, 2.400377743326618"
305,2001839,13,2011,118,"48.82546648011508, 2.3718629134377474"
306,2001852,3,2011,21,"48.86411950031205, 2.355843433281389"
307,2001884,7,2011,27,"48.84958377974586, 2.309588841563415"
308,2001913,17,2011,2,"48.8882425398913, 2.297229491990872"
309,2001917,13,2011,92,"48.82594489042447, 2.381968201631383"
310,2001923,11,2011,24,"48.856211759927625, 2.3930619155739734"
311,2001959,4,2011,14,"48.854028830432426, 2.3612431483922522"
312,2001972,6,2011,19,"48.84786984956249, 2.327529609445151"
313,2002011,11,2011,8,"48.85683663981035, 2.3782264863526468"
314,2002047,17,2012,24,"48.892377950004764, 2.3181778665265647"
315,2002058,14,2012,298,"48.83477742981127, 2.3131947782941222"
316,2002067,13,2012,62,"48.81776445007341, 2.356909087192152"
317,2002071,5,2012,79,"48.84032785034914, 2.3392652883769562"
318,2002075,17,2012,1,"48.8927177402541, 2.3178558915318295"
319,2002109,13,2012,25,"48.832508299999056, 2.360082845060834"
320,2002128,15,2012,1,"48.837100089777756, 2.305422732054346"
321,2002175,13,2012,277,"48.82965310026489, 2.3649971330493327"
322,2002187,19,2012,62,"48.882928980377706, 2.3989046496140674"
323,2002231,10,2012,1,"48.87425048957623, 2.3717054984688266"
324,2002246,11,2013,2,"48.85050776024847, 2.386910321199771"
325,2002272,20,2013,1,"48.86306524968328, 2.388607231331959"
326,2002280,18,2013,40,"48.88744826987498, 2.3595823074297053"
327,2002289,14,2013,24,"48.831374189713756, 2.337665741447234"
328,2002295,13,2013,75,"48.83152636027008, 2.3751756196576594"
329,2002367,20,2013,1,"48.8751453701492, 2.405599749373652"
330,2002386,13,2013,72,"48.831759359568004, 2.364948895022496"
331,2002402,19,2013,61,"48.87931969004951, 2.386817807464146"
332,2002408,20,2013,22,"48.87137034031407, 2.391912263670331"
333,2002423,9,2013,37,"48.877018249878034, 2.3297628955998175"
334,2002482,18,2014,111,"48.89153070979684, 2.359670353636231"
335,2002536,1,2014,16,"48.8614403397636, 2.3442531215397975"
336,2002577,20,2014,3,"48.86466875964346, 2.407012343137744"
337,2002590,3,2014,12,"48.863620490269724, 2.354631919647547"
338,2002595,9,2014,17,"48.88111132963725, 2.332345558544086"
339,2002611,16,2014,11,"48.852799979724715, 2.2754747265254367"
340,2002631,20,2014,85,"48.87462699989744, 2.3926955133714003"
341,2002642,18,2014,12,"48.88986645033165, 2.350211008316112"
342,2002647,20,2014,29,"48.87219546026333, 2.37827306112189"
343,2002696,10,2015,1,"48.87617639041129, 2.354821315385322"
344,2002700,17,2015,1,"48.893242229850316, 2.319727349038727"
345,2002712,7,2015,18,"48.8578476397827, 2.3321914263396315"
346,2002829,14,2015,2,"48.82193496980058, 2.3300693820965055"
347,2002832,14,2015,62,"48.83904519030619, 2.320923308453972"
348,2002838,17,2015,28,"48.88897962038078, 2.3206103495366426"
349,2002843,17,2015,7,"48.894240699706266, 2.3207896456693438"
350,2002852,20,2015,5,"48.864201120251565, 2.3996850723992496"
351,2002872,5,2015,1,"48.84777645987561, 2.3528212985650243"
352,2002880,20,2016,17,"48.87347496962998, 2.401674770503149"
353,2002889,17,2016,5,"48.88254594965509, 2.295426753642445"
354,2002893,20,2016,94,"48.87450371014273, 2.3980255165536484"
355,2002901,12,2016,77,"48.83558524017628, 2.407676755354626"
356,2002904,13,2016,1,"48.82011450018881, 2.3486786014010326"
357,2002905,15,2016,1,"48.84030513961199, 2.293162256441266"
358,2002907,17,2016,1,"48.893490529896965, 2.317325777576691"
359,2002918,15,2016,40,"48.83433072032037, 2.304598529167609"
360,2002969,18,2016,22,"48.8955473101055, 2.3382835995312856"
361,2002973,2,2016,9,"48.865513239617535, 2.3445175212526523"
363,2003005,18,2016,73,"48.896228879711515, 2.358800109593369"
364,2003009,20,2016,42,"48.8577325696257, 2.409593286014074"
365,2003033,18,2016,6,"48.88477111019984, 2.32738300929505"
366,2003034,18,2016,7,"48.88430351042454, 2.34970909348933"
367,2003036,20,2016,14,"48.85472734997648, 2.3989985472544846"
368,2003062,14,2017,300,"48.816931340282906, 2.3332409835657453"
369,2003086,14,2017,5,"48.83242318019425, 2.3198367523650787"
370,2003098,19,2017,10,"48.890760630337994, 2.3867430002624856"
371,2003101,12,2017,15,"48.84361807020261, 2.402066925122837"
372,2003151,20,2017,1,"48.870454320120324, 2.4104691702215435"
373,2003176,20,2017,10,"48.86671525022579, 2.402778089357159"
374,2003226,6,2017,4,"48.85609986000553, 2.336736952321684"
375,2003318,11,2018,7,"48.86247760026307, 2.3767828605814016"
376,2003327,18,2018,53,"48.89476824000236, 2.337295936194506"
377,2003330,18,2018,1,"48.88787093030087, 2.353888538109479"
378,2003341,18,2018,29,"48.886917799763346, 2.3563207285224848"
379,2003345,18,2018,29,"48.887259899790045, 2.3613928871410828"
380,2003359,20,2018,32,"48.869674429937234, 2.405158900341828"
381,2003362,10,2018,12,"48.88110981031296, 2.3581510471426097"
382,2003367,18,2018,67,"48.849692769771366, 2.3724392943289274"
383,2003376,12,2018,2,"48.83428649002516, 2.3941777425771074"
384,2003386,17,2018,7,"48.88865290962627, 2.325465927517562"
385,2003408,17,2018,7,"48.89182492983355, 2.326860509629519"
386,2003422,20,2018,1,"48.868922360010714, 2.4107340052777015"
387,2003429,10,2018,31,"48.877215540011576, 2.3614754980341996"
388,2003436,13,2018,1,"48.83227697955353, 2.3593900291190186"
389,2003439,20,2018,1,"48.862939449961985, 2.402666240623239"
390,2003481,17,2019,1,"48.893630199606534, 2.318306000499559"
391,2003492,12,2019,1,"48.843797349838404, 2.40247300337046"
392,2003495,17,2019,2,"48.89268416017448, 2.317428944434051"
393,2003496,13,2019,3,"48.833089240160575, 2.344492379200941"
394,2003519,9,2019,9,"48.876840169978045, 2.3340132223596677"
395,2003539,16,2019,1,"48.85009390009642, 2.275253915113301"
396,2003610,13,2019,1,"48.82024398968737, 2.3489582466719203"
397,2003613,15,2019,62,"48.83979616033728, 2.293380019565151"
398,2003673,20,2019,261,"48.85032099960535, 2.4060503293101965"
399,2003600,19,2020,11,"48.87558644005887, 2.3929963985529668"
401,2003714,8,2020,1,"48.87419177033196, 2.3157933733981375"
402,2003740,7,2020,2,"48.858695940141814, 2.3215980135028644"
403,2003743,19,2020,34,"48.881998929729036, 2.373170699607652"
404,2003744,16,2020,1,"48.86649060007432, 2.285298767973415"
405,2003836,18,2021,22,"48.894769090279866, 2.343939297392658"
406,CPE31,12,2021,32,"48.83824190973407, 2.393632255500006"
407,CPE38,18,2021,20,"48.88918323004898, 2.349810276380174"
408,CPE5,4,2021,6,"48.85972269981324, 2.3505953886789963"
409,2003983,12,2022,11,"48.847056410257146, 2.370108742520333"
410,2004023,12,2022,12,"48.844432849808385, 2.406117637451482"
411,2004064,20,2022,28,"48.87172596015289, 2.3776943719970225"
412,CPE65,18,2022,11,"48.88946423973999, 2.354475940606989"
414,2004096,10,2023,14,"48.87958866024074, 2.3630908756202507"
415,2004097,13,2023,134,"48.82266884044174, 2.3432018625332582"
416,2004105,15,2023,5,"48.829893290213754, 2.275532547305658"
417,2004109,12,2023,1,"48.84592542970929, 2.40752892541376"
418,2004117,12,2023,1,"48.83367797042799, 2.404456994146432"
419,2004121,14,2023,1,"48.83571200975584, 2.3211507382456302"
420,2004147,16,2023,9,"48.84206067960417, 2.2617990953885383"
421,2004158,13,2023,1,"48.8207057902767, 2.3505837671993004"
422,2004163,11,2023,27,"48.864537249991834, 2.3791707523187635"
423,2004177,20,2023,20,"48.85043234973472, 2.405502292514332"
424,CPE97,18,2023,56,"48.89710126996279, 2.3379466800268105"
425,2004197,16,2024,15,"48.84836790957141, 2.272853925331025"
426,2004205,13,2024,2,"48.83378796955802, 2.343775859066547"
427,2004268,20,2024,11,"48.87357201036068, 2.3856894160370596"
428,2000070,17,2001,25,"48.8909658202591, 2.304824970480072"
429,2000080,12,2001,64,"48.89919232024828, 2.381381677402077"
430,2000104,12,2002,164,"48.838795859697704, 2.3814006272796764"
431,2000120,7,2002,14,"48.85989535034745, 2.307615637619648"
432,2000137,16,2002,17,"48.86562122012856, 2.2953758203768424"
433,2000138,12,2002,24,"48.83627435957891, 2.4071654783376384"
434,2000162,18,2002,5,"48.88691199006239, 2.3524279579998257"
435,2000167,20,2002,13,"48.87169984030591, 2.3813682520566393"
436,2000183,15,2002,36,"48.83480465015682, 2.2960664564419644"
437,2000190,5,2002,1,"48.85180273997268, 2.3468579545962496"
438,2000200,13,2003,35,"48.82047864009213, 2.3597268273638705"
439,2000207,5,2003,4,"48.847009179815, 2.348771893557616"
440,2000227,9,2003,16,"48.87983774042685, 2.3378074233769195"
441,2000240,13,2003,56,"48.82771499962734, 2.376632978605341"
442,2000259,17,2003,85,"48.8898848200499, 2.305765953367304"
443,2000333,5,2004,5,"48.84816880965027, 2.346505821332708"
444,2000371,19,2004,7,"48.87656206006855, 2.403756126676674"
445,2000422,18,2004,5,"48.88710840956965, 2.355571771480292"
446,2000453,19,2005,14,"48.88448034042383, 2.366092611536269"
447,2000500,17,2005,22,"48.88341877011687, 2.2938662470952504"
448,2000501,12,2005,63,"48.838729390306945, 2.4010081053926626"
449,2000512,2,2005,8,"48.86921301955399, 2.3491005343790308"
450,2000514,18,2005,8,"48.895405789812784, 2.3458442386338554"
451,2000549,18,2005,12,"48.88475655002132, 2.3549910864337016"
452,2000568,20,2005,4,"48.86854978978031, 2.4065565745167827"
453,2000609,12,2006,13,"48.847896879597506, 2.3798750054947773"
454,2000623,16,2006,8,"48.86921498036786, 2.2885232730218696"
455,2000630,20,2006,13,"48.85607016997048, 2.4036692754343836"
456,2000640,14,2006,368,"48.8277269796777, 2.3088560143738346"
457,2000664,12,2006,20,"48.835923099716865, 2.404936949443582"
458,2000704,17,2006,11,"48.89044446970755, 2.3210175134331683"
459,2000713,16,2006,25,"48.84087367981829, 2.257123536496039"
460,2000719,20,2006,2,"48.85325381960822, 2.3991215716567225"
461,2000754,17,2006,31,"48.88692744959194, 2.3035113884695857"
462,2000771,14,2007,27,"48.823250279718195, 2.3263170239907605"
463,2000772,1,2007,47,"48.858427310272454, 2.3446009714903666"
464,2000789,18,2007,1,"48.890355150333306, 2.327206119673808"
465,2000795,17,2007,8,"48.88415901955613, 2.318192832295359"
466,2000814,11,2007,91,"48.85673545025864, 2.3739897921162902"
467,2000817,11,2007,47,"48.857753979872776, 2.3740273065375"
468,2000834,16,2007,2,"48.84115100961795, 2.2559247720704954"
469,2000836,13,2007,207,"48.82647383969179, 2.381480447585874"
470,2000846,16,2007,48,"48.84189680044127, 2.257239004347976"
471,2000859,6,2007,7,"48.84728578997418, 2.3224004666704987"
472,2000880,20,2007,3,"48.86727692982204, 2.3853050684991968"
473,2000890,17,2007,7,"48.88780953006153, 2.3241924575115878"
474,2000932,20,2007,7,"48.85484992010209, 2.403390182430519"
475,2000986,19,2007,15,"48.88369417970497, 2.3765626186220183"
476,2000987,18,2007,146,"48.88636672990577, 2.3608794783564426"
477,2001000,18,2007,8,"48.88548732969403, 2.364861709236031"
478,2001010,19,2007,5,"48.880735529926866, 2.372487995372072"
479,2002671,17,2007,1,"48.88864194026909, 2.299337325639592"
480,2001037,19,2008,7,"48.89056279984779, 2.382022282216825"
481,2001085,9,2008,15,"48.87970296002498, 2.337089010470757"
482,2001092,9,2008,13,"48.87771004964805, 2.3438969815898636"
483,2001113,18,2008,17,"48.88431531013894, 2.3525660933800103"
484,2001117,19,2008,1,"48.874236969612056, 2.3857840046142176"
485,2001133,16,2008,2,"48.84296981961222, 2.256029585046118"
486,2001141,13,2008,267,"48.82819711025083, 2.344028590366609"
487,2001166,1,2008,6,"48.86273355000698, 2.3484610525868064"
488,2001177,1,2008,9,"48.86150497960061, 2.3425014154419905"
489,2001178,2,2008,12,"48.86634904005106, 2.3469642843825516"
490,2001187,3,2008,11,"48.85623611968953, 2.3681286060290074"
491,2001190,3,2008,8,"48.85622194994364, 2.3673918202168687"
